,12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,Label
10,1.5,1.337790697674419,905.0972857142858,179.56414414414408,0.4931506849315068,317.5,0.5,0.5,27.81,74.33,0.03333333333333333,0.5,0.16727272727272724,0.7142857142857143,0.8,,-54.285714285714285,-303.4626363636364,15.3125,2019-11-20 09:38:15.317,,0.10555555555555558,0.0,367.96,,,,,-
11,1.6666666666666667,0.20184210526315813,209.71799999999996,180.64821428571423,0.5,317.5,1.6666666666666667,1.0,27.778181818181817,,,0.5,0.18442307692307697,8.0,0.8333333333333334,,97.3529411764706,-303.46436363636366,19.5625,2019-11-20 09:38:37.529,228.051,0.15128205128205133,4351.5,378.025,,,,,-
12,1.4,1.0092105263157904,-331.984375,183.1560714285715,0.5072463768115942,317.5,1.3333333333333333,1.0,27.78,74.32,,0.5,0.16055555555555562,1.75,0.8333333333333334,,66.6875,-302.6183783783784,16.1,2019-11-20 09:38:59.947,205.7195,0.15000000000000008,3343.5,396.42999999999995,,,,,-
13,1.5,0.998697916666667,338.745375,179.23357142857148,0.4925373134328358,317.44,1.5,0.5,27.742,,,0.5,0.14018181818181816,9.5,0.8333333333333334,24.837142857142855,-53.80952380952381,-302.5955855855856,13.866666666666667,2019-11-20 09:39:22.347,-49.625333333333344,0.15000000000000008,776.0,413.00666666666666,,,,,-
14,,0.8522222222222221,922.9485714285714,171.6912612612613,0.5079365079365079,317.3,1.6666666666666667,1.0,27.713333333333328,74.31,,0.5,0.12370370370370375,2.0,0.7142857142857143,24.835789473684212,-40.34782608695652,-303.51654545454545,14.15,2019-11-20 09:39:44.747,0.0,0.16842105263157897,0.0,427.96,5.5,,,,-
15,,0.9130952380952382,153.1438888888889,178.7136607142858,0.5,317.06451612903226,2.0,1.0,,74.3,,0.5,0.14660377358490564,9.75,0.75,24.83440000000001,42.354838709677416,-303.5222727272727,18.526315789473685,2019-11-20 09:40:06.948,248.3525,0.17727272727272733,4123.5,437.475,5.5,,,,-
16,1.5,-0.4734567901234567,-298.87924999999996,184.4346428571429,0.49230769230769234,316.97222222222223,0.0,1.0,27.683636363636367,,,0.5,0.16636363636363632,0.5,0.75,24.836363636363636,43.03846153846154,-302.6181081081081,16.181818181818183,2019-11-20 09:40:29.353,258.503,0.18076923076923082,3797.0,455.92499999999995,5.5,,,,-
17,,-0.44080459770114955,244.09250000000003,172.23205357142857,0.5,317.2692307692308,1.75,0.6666666666666666,27.65,74.29,,0.5,0.1562962962962963,6.666666666666667,0.75,,-23.291666666666668,-302.61576576576584,13.736842105263158,2019-11-20 09:40:51.759,0.0,0.19090909090909094,-115.0,472.85666666666674,5.5,191.123,90.0,-396.42,-
18,,-1.25054347826087,945.5962857142858,177.79321428571436,0.5,317.4,1.0,1.0,27.64818181818182,,,0.5,0.12851851851851853,2.3333333333333335,1.5714285714285714,,-93.15789473684211,-303.5139090909091,14.105263157894736,2019-11-20 09:41:14.203,1596.5826666666665,0.21000000000000002,-17263.0,377.245,5.0,-17.468,2199.5,-384.46500000000003,-
19,,-0.8159574468085107,289.0875555555556,183.51455357142868,0.5,317.5,1.75,1.0,,74.28,,0.5,0.21017857142857135,2.55,0.8333333333333334,,60.666666666666664,-303.5006363636364,20.4,2019-11-20 09:41:36.550,83.235,0.22941176470588234,3966.5,362.22,,,,,-
20,1.5,-0.2061827956989248,-334.54887499999995,182.80732142857147,0.5074626865671642,317.3333333333333,2.25,1.0,27.615,74.27,,0.5,0.15452830188679248,1.0,0.8333333333333334,,178.125,-302.6174774774775,18.0,2019-11-20 09:41:58.977,337.001,0.23529411764705882,3980.5,380.655,,,,,-
21,,-1.0752688171865147e-05,210.98725000000007,178.31508928571427,0.5,317.4166666666667,1.6,0.5,27.606666666666666,,,0.5,0.14962962962962967,10.5,0.8333333333333334,24.865000000000002,-58.4,-302.5972972972973,15.23076923076923,2019-11-20 09:42:21.358,-169.1775,0.23333333333333336,951.3333333333334,397.91,,,,,-
22,,0.21788636363636432,943.4647142857142,180.98720720720715,0.49295774647887325,317.26190476190476,1.5,0.0,27.584999999999997,74.26,,0.5,0.14622641509433962,0.8571428571428571,0.7142857142857143,24.865882352941178,-113.53846153846153,-303.5175454545455,14.0,2019-11-20 09:42:43.874,,0.21923076923076923,0.0,412.96,5.5,,,,-
23,1.5,0.6185483870967745,288.4658888888889,187.19946428571419,0.5,317.05555555555554,1.25,1.0,27.57,,,,0.13040000000000002,10.5,0.75,24.865000000000002,44.5625,-303.50045454545455,19.235294117647058,2019-11-20 09:43:05.971,-68.3475,0.2055555555555556,3966.5,421.975,5.5,,,,-
24,,-8.881784197001253e-17,-333.38325,176.83758928571433,0.5076923076923077,317.12820512820514,1.5,1.0,27.555,74.25,,0.5,0.13259259259259262,1.0,0.8333333333333334,24.865000000000002,48.833333333333336,-302.618018018018,17.88888888888889,2019-11-20 09:43:28.451,-21.654666666666667,0.2055555555555556,3980.5,440.375,5.5,,,,-
25,1.5,-0.4408045977011494,187.44075000000004,174.13125000000008,0.5,317.06976744186045,1.3333333333333333,1.0,27.554,74.24,,0.5,0.15153846153846157,2.857142857142857,0.7142857142857143,,-13.133333333333333,-302.6166666666666,14.0,2019-11-20 09:43:50.774,83.912,0.18750000000000006,701.0,457.8066666666667,5.5,,,,-
26,1.5,-0.4357954545454545,941.333,180.74909909909917,0.49206349206349204,317.17857142857144,1.6666666666666667,1.0,,,,0.5,0.13792452830188676,1.0,0.8,,-41.26923076923077,-303.51909090909095,13.31578947368421,2019-11-20 09:44:13.179,0.0,0.225,0.0,472.96,5.5,,,,-
27,1.5,-0.2204022988505748,311.26133333333337,181.45460176991148,0.5,317.23809523809524,1.5,0.5,27.517777777777773,74.23,,0.5555555555555556,0.16553571428571426,16.0,1.625,24.901818181818182,26.0,-303.5144545454545,18.470588235294116,2019-11-20 09:44:35.381,1609.2146666666667,0.23333333333333336,-12020.666666666666,401.13000000000005,5.5,87.341,1501.3333333333333,-372.45000000000005,-
28,1.5,6.87622002348484e-16,-275.56562499999995,172.00624999999994,0.5,317.35714285714283,2.0,0.5,27.52,,,0.47368421052631576,0.17277777777777778,0.75,0.8333333333333334,24.899047619047625,101.72727272727273,-302.617027027027,18.0,2019-11-20 09:44:58.009,351.889,0.23333333333333336,4135.5,364.79499999999996,4.5,,,,-
29,1.5,-1.4749999999999999,83.69549999999998,177.7290178571427,0.5,317.4,1.5,1.0,,74.22,,0.5,0.13075471698113209,2.0,0.8571428571428571,24.901538461538465,-9.222222222222221,-302.61765765765773,17.0,2019-11-20 09:45:20.385,79.175,0.1785714285714286,779.6666666666666,382.525,,,,,-
30,,-0.3913265306122444,843.2497500000001,183.4510714285713,0.5079365079365079,317.5,0.0,1.0,,74.21,,0.5333333333333333,0.20792452830188676,8.6,0.75,,-170.54545454545453,-302.60684684684685,12.947368421052632,2019-11-20 09:45:42.871,-242.9385,0.20500000000000002,3322.0,398.66499999999996,5.5,,,,-
31,1.5,-0.6536931818181813,421.9745,178.45756756756745,0.4935064935064935,317.5,2.0,1.0,27.483636363636368,,,0.5,0.21163636363636365,0.5,0.7142857142857143,24.9,3.1538461538461537,-303.4188990825689,22.2,2019-11-20 09:46:05.245,,0.20999999999999996,0.0,412.96,5.5,,,,-
32,1.5,1.458967391304347,-255.9823749999999,176.07312500000006,0.5,317.22222222222223,0.6666666666666666,0.6666666666666666,27.485,74.2,,0.4827586206896552,0.183888888888889,3.0,0.8333333333333334,,96.11111111111111,-302.6164864864865,19.857142857142858,2019-11-20 09:46:27.401,350.5355,0.225,4358.5,425.085,5.5,,,,-
33,1.5,0.4357954545454548,41.96425000000005,183.23357142857148,0.5076923076923077,317.3225806451613,2.25,0.0,27.454210526315784,,,0.5128205128205128,0.15627450980392157,10.25,0.75,24.94,-38.888888888888886,-302.6181981981982,15.066666666666666,2019-11-20 09:46:49.802,-224.6675,0.19444444444444453,1404.3333333333333,442.91,5.5,,,,-
34,1.5,1.5607558139534883,803.8498750000001,181.66035714285712,0.5,317.3,2.0,0.5,27.455000000000002,74.19,,0.48,0.16907407407407404,5.833333333333333,0.6666666666666666,24.935000000000002,-91.58333333333333,-302.6075675675675,15.235294117647058,2019-11-20 09:47:12.210,192.18533333333332,0.21000000000000002,4351.5,460.245,5.5,,,,-
35,,0.8918604651162791,640.5221428571429,175.5318018018018,0.4931506849315068,317.25,0.0,1.0,,74.18,,0.5,0.14796296296296296,0.4,0.5714285714285714,24.935000000000002,131.8,-303.4374311926606,25.333333333333332,2019-11-20 09:47:34.601,0.0,0.23750000000000002,0.0,472.96,5.5,,,,-
36,1.5,-0.22040229885057463,-178.51500000000001,176.0056637168141,0.5,317.14285714285717,1.8,0.6666666666666666,,,,0.5,0.12320754716981129,31.75,3.6666666666666665,,151.25,-302.61054054054057,17.11111111111111,2019-11-20 09:47:56.795,1594.7780000000002,0.18571428571428575,-12009.333333333334,387.5,5.333333333333333,56.515,1502.6666666666667,-355.74666666666667,-
37,,-0.8428571428571432,-103.97824999999992,180.5798214285714,0.5,317.4,1.6666666666666667,0.0,27.422000000000004,74.17,,0.5,0.14892857142857144,1.8846153846153846,0.8333333333333334,,-114.58333333333333,-302.62000000000006,13.454545454545455,2019-11-20 09:48:19.401,46.91866666666667,0.21764705882352942,871.3333333333334,367.96000000000004,,,,,-
38,,-0.4079787234042553,700.5709999999999,183.08616071428577,0.5,317.3333333333333,1.75,1.0,27.425000000000004,74.16,,0.5,0.1309090909090909,12.333333333333334,0.75,24.965,-109.18181818181819,-302.60846846846846,14.764705882352942,2019-11-20 09:48:41.860,337.001,0.16538461538461544,4252.0,384.72,,,,,-
39,,-0.6055263157894731,720.1877142857144,175.1654954954956,0.5,317.2972972972973,1.0,0.0,,,,0.5217391304347826,0.14490196078431372,0.4,0.7142857142857143,24.965999999999998,65.6923076923077,-303.43761467889914,17.95,2019-11-20 09:49:04.200,0.0,0.16129032258064518,0.0,397.96,,,,,-
40,1.5,-0.20184210526315768,-71.572625,179.88258928571426,0.5,317.2682926829268,2.0,1.0,,74.15,,0.88,0.18703703703703706,1.0,0.8333333333333334,24.965,55.2,-303.52536363636364,20.083333333333332,2019-11-20 09:49:26.409,-165.117,0.15000000000000005,3584.5,410.655,,,,,-
41,,0.2061827956989249,-252.01912499999995,184.64919642857146,0.5,317.3076923076923,0.0,1.0,27.39,,,0.5135135135135135,0.17169811320754716,7.166666666666667,0.8333333333333334,,-57.46153846153846,-302.6203603603604,14.0,2019-11-20 09:49:48.809,65.86633333333333,0.16666666666666674,1053.6666666666667,428.0566666666667,,,,,-
42,,-0.41683695652173886,542.97175,184.75901785714296,0.5,317.1875,2.0,1.0,27.386000000000003,74.14,,0.48148148148148145,0.14537037037037037,11.333333333333334,0.6363636363636364,,-56.88461538461539,-302.6103603603604,15.235294117647058,2019-11-20 09:50:11.244,259.8565,0.15000000000000005,4351.5,445.245,5.5,,,,-
43,,0.4168478260869571,841.6844285714286,177.2173873873874,0.5,317.29411764705884,0.6666666666666666,1.0,,74.13,,0.5,0.14654545454545456,0.45454545454545453,0.7142857142857143,,65.34615384615384,-303.4377981651376,22.25,2019-11-20 09:50:33.615,0.0,0.1583333333333334,0.0,457.96,5.5,,,,-
44,1.5,-0.4214285714285712,37.50888888888889,184.2416071428573,0.5,317.54545454545456,2.0,0.6666666666666666,,,,0.5,0.18214285714285716,1.3333333333333333,0.75,,50.90909090909091,-303.5242727272727,17.5625,2019-11-20 09:50:55.830,-226.021,0.16428571428571434,3343.5,471.185,5.5,6.165,,,-
45,,3.739698609263685e-16,-271.369375,178.91991150442482,0.5,317.5,0.0,1.0,,74.12,,0.5,0.1698181818181818,19.25,1.875,24.995,-100.11764705882354,-302.5975675675676,13.473684210526315,2019-11-20 09:51:18.265,738.2895,0.15769230769230777,-8518.5,371.1225,5.333333333333333,20.551,1497.0,-339.4466666666667,-
46,1.5,1.2370967741935486,463.93887500000005,175.50285714285718,0.5,317.5,1.5,0.6666666666666666,27.352857142857143,,,0.5,0.14799999999999996,3.75,0.75,24.996153846153845,-147.875,-302.61234234234234,14.882352941176471,2019-11-20 09:51:40.825,332.941,0.15357142857142864,4123.5,369.975,,,,,-
47,1.5,-8.167157882300002e-17,894.1731428571428,174.93081081081084,0.5079365079365079,317.4736842105263,1.5,0.5,27.355,74.11,,0.5,0.1624528301886792,0.3333333333333333,0.8,24.994999999999997,204.28571428571428,-303.51681818181817,21.90909090909091,2019-11-20 09:52:03.244,0.0,0.15217391304347833,0.0,382.96,,,,,-
48,1.5,0.4565476190476193,77.29722222222222,178.53513513513514,0.49295774647887325,317.2,2.0,0.0,27.355,74.1,,0.5135135135135135,0.1817307692307692,0.7,1.0,,89.0,-303.5232727272728,15.681818181818182,2019-11-20 09:52:25.431,-169.854,0.15000000000000008,3584.5,396.42999999999995,,,,,-
49,,0.8816091954022989,-338.9783749999999,181.9082142857144,0.5,317.4074074074074,1.0,0.5,27.325,,,0.4864864864864865,0.1670909090909091,9.25,0.8333333333333334,,-81.47058823529412,-302.6184684684685,13.31578947368421,2019-11-20 09:52:47.826,15.789666666666667,0.15000000000000005,719.3333333333334,413.00666666666666,,,,,-
50,,-4.332577657073782e-17,308.90400000000005,174.7241818181818,0.5,317.42857142857144,2.0,1.0,27.324285714285708,74.09,,0.5172413793103449,0.14444444444444446,13.666666666666666,0.75,25.03,-95.5,-302.6145945945946,14.842105263157896,2019-11-20 09:53:10.434,331.5875,0.15555555555555564,4123.5,430.245,5.5,,,,-
51,,-0.21305555555555564,920.5507142857143,180.0455855855856,0.5079365079365079,317.175,1.5,0.0,,74.08,,0.48148148148148145,0.13711538461538464,0.3333333333333333,0.6666666666666666,25.03,54.52173913043478,-303.5170909090909,25.333333333333332,2019-11-20 09:53:32.684,0.0,0.1636363636363637,0.0,442.96,,,,,-
52,,-0.6536931818181817,207.64566666666667,185.15045045045045,0.4927536231884058,317.25,1.75,1.0,,,,0.5,0.14111111111111113,0.5909090909090909,0.75,25.031176470588235,45.8,-303.5210909090909,17.5625,2019-11-20 09:53:54.835,-186.095,0.15000000000000008,3584.5,456.185,5.5,,,,-
53,1.5,-0.39132653061224454,-338.04599999999994,180.8800892857143,0.5081967213114754,317.3157894736842,1.6666666666666667,1.3333333333333333,,74.07,,0.5151515151515151,0.14094339622641508,5.75,0.8333333333333334,25.03,-55.69230769230769,-302.6173873873874,14.166666666666666,2019-11-20 09:54:17.235,13.985,0.16206896551724143,-798.3333333333334,472.85999999999996,,51.377,176.0,-336.4,-
54,1.5,-0.8247311827956991,178.58137499999998,179.245575221239,0.4915254237288136,317.5,2.4,0.6666666666666666,27.28714285714286,,,0.4897959183673469,0.1877777777777778,9.0,1.3333333333333333,,-62.04545454545455,-302.61270270270273,15.923076923076923,2019-11-20 09:54:39.646,-93.38566666666668,0.14736842105263165,-8129.666666666667,368.9433333333333,5.0,-16.4405,2158.0,-324.175,-
55,1.5,-0.21789772727272705,936.5371428571428,180.98459459459474,0.5,317.53333333333336,0.0,0.0,27.289999999999992,74.06,,0.5,0.11981132075471697,0.42857142857142855,0.7142857142857143,,84.8,-303.5187272727273,18.72222222222222,2019-11-20 09:55:02.249,0.0,0.15000000000000005,0.0,367.96,,,,,-
56,,-1.1020114942528738,311.2613333333333,180.6528571428572,0.5,317.46666666666664,2.0,1.0,27.29,74.05,,0.5135135135135135,0.15875,1.75,0.8333333333333334,,86.5,-303.5180909090909,18.0625,2019-11-20 09:55:24.540,-209.78,0.15172413793103456,3343.5,380.92499999999995,5.5,,,,-
57,,1.2642857142857151,-274.63325,173.5185714285715,0.5076923076923077,317.5,1.0,1.0,,,0.049999999999999996,0.4838709677419355,0.15509090909090906,9.5,0.8333333333333334,25.064999999999998,-131.66666666666666,-302.617027027027,14.666666666666666,2019-11-20 09:55:46.897,21.6545,0.0709677419354839,776.0,397.96000000000004,,,,,-
58,,2.2920733411616134e-16,82.52987499999995,176.02598214285712,0.49230769230769234,317.5,1.25,0.6666666666666666,27.255,74.04,,0.5161290322580645,0.13824561403508775,13.666666666666666,0.75,25.065999999999995,-158.125,-302.61765765765773,16.6,2019-11-20 09:56:09.244,397.2285,0.07692307692307693,4123.5,414.72,5.5,,,,-
59,,0.20618279569892511,854.44025,181.74580357142852,0.5,317.2692307692308,2.0,0.0,27.253846153846155,,,0.5,0.14345454545454547,0.4,0.75,25.064999999999998,110.8,-302.58864864864864,21.76923076923077,2019-11-20 09:56:31.691,-115.7175,0.13076923076923078,3797.0,433.155,5.5,,,,-
60,,1.278333333333334,401.92487500000004,179.7923423423423,0.5066666666666667,317.3703703703704,1.3333333333333333,0.5,27.255000000000003,74.03,0.049999999999999996,0.48484848484848486,0.1443396226415094,0.5,0.7142857142857143,25.064999999999998,161.0,-303.4385321100918,19.307692307692307,2019-11-20 09:56:54.059,-77.145,0.09130434782608698,0.0,442.96,5.5,,,,-
61,1.5,1.2926966292134827,-254.81674999999996,174.80008928571425,0.4927536231884058,317.37142857142857,1.5,1.0,,74.02,0.05000000000000001,0.5,0.1475,5.833333333333333,0.7142857142857143,,-55.73684210526316,-302.61630630630634,13.88888888888889,2019-11-20 09:57:16.252,10.1505,0.05172413793103449,701.0,457.96000000000004,5.5,,,,-
62,1.5,0.4168478260869565,76.4682500000001,180.52107142857133,0.5,317.3333333333333,1.0,0.5,,,0.05000000000000001,0.5,0.16309090909090904,10.2,2.0,,-50.55,-302.60000000000014,14.764705882352942,2019-11-20 09:57:38.654,412.7925,0.047826086956521734,-4665.5,471.095,5.571428571428571,166.462,1166.0,-320.96,-
63,,0.7281645569620254,837.188125,184.75477876106194,0.5,317.2894736842105,2.2,0.5,,74.01,0.05000000000000002,0.5625,0.19000000000000003,7.8,0.8888888888888888,,40.63636363636363,-302.60333333333335,21.76923076923077,2019-11-20 09:58:01.068,1096.2686666666666,0.049999999999999996,-6153.333333333333,363.4333333333334,5.0,-25.6885,1670.5,-307.745,-
64,1.5,0.22827380952380963,526.2192857142857,177.51792792792781,0.5064935064935064,317.1764705882353,0.5,0.0,,,0.05000000000000002,0.5,0.1590566037735849,0.47619047619047616,1.0,25.096153846153847,67.375,-303.4377981651376,20.454545454545453,2019-11-20 09:58:23.661,-110.9805,0.05172413793103449,0.0,367.96,,,,,-
65,,-0.6688953488372092,-232.06942857142855,179.4213392857142,0.4927536231884058,317.2608695652174,1.6666666666666667,0.5,27.224999999999998,74.0,0.049999999999999996,0.5,0.1574074074074074,12.0,0.7777777777777778,25.095,-70.36,-302.6154054054055,15.692307692307692,2019-11-20 09:58:45.863,4.0605,0.049999999999999996,1258.6666666666667,383.04,,,,,-
66,,-0.8522222222222222,-13.288749999999936,175.40526785714297,0.5,317.5,2.0,1.0,27.223636363636363,73.99,0.05116279069767443,0.5172413793103449,0.1276923076923077,4.125,1.1666666666666667,,-147.375,-302.61981981981984,16.666666666666668,2019-11-20 09:59:08.287,409.409,0.04666666666666666,4422.0,401.105,5.5,,,,-
67,1.5,-0.6055263157894736,769.5790000000001,180.97544642857142,0.5072463768115942,317.5,1.0,1.2,,,0.04848484848484849,0.5,0.20649122807017536,5.5,0.8571428571428571,,151.71428571428572,-302.60855855855857,20.071428571428573,2019-11-20 09:59:30.688,24.361666666666665,0.049999999999999996,1763.5,420.025,5.5,,,,-
68,1.5,3.1579677144893343e-16,639.4562857142857,184.2633333333334,0.5,317.15384615384613,1.5,0.0,27.193846153846156,73.98,0.052380952380952375,0.48,0.1672727272727273,0.3333333333333333,0.8,,7.3076923076923075,-303.4162385321101,15.266666666666667,2019-11-20 09:59:53.187,0.0,0.05000000000000001,230.5,427.985,5.5,,,,-
69,,-0.6055263157894735,-198.76442857142857,177.2402678571429,0.49122807017543857,317.3478260869565,1.75,0.6666666666666666,27.195,,0.05000000000000001,0.5,0.11788461538461537,21.0,1.0,,-60.0,-302.59612612612625,14.923076923076923,2019-11-20 10:00:15.310,411.439,0.05714285714285714,3322.0,444.245,5.5,,,,-
70,,-0.20842391304347818,-12.122999999999962,182.96008928571422,0.5,317.18518518518516,1.5,0.5,,73.97,0.048,0.5135135135135135,0.13884615384615387,2.142857142857143,0.875,,15.32,-302.61891891891895,21.583333333333332,2019-11-20 10:00:37.707,37.219,0.05,4358.5,462.585,5.5,,,,-
71,,0.41236559139784956,769.3458750000001,188.68017857142846,0.5,317.2857142857143,1.5,0.5,,73.96,0.05135135135135137,0.5,0.12370370370370366,14.25,2.0,25.125882352941176,88.35,-302.6086486486487,20.285714285714285,2019-11-20 10:01:00.133,-132.184,0.048387096774193554,-16437.5,454.79999999999995,5.714285714285714,199.343,4109.0,-301.89,-
72,,0.6321428571428577,668.7647142857143,178.33026785714281,0.5072463768115942,317.5,1.6666666666666667,0.5,,,0.05000000000000001,0.5,0.16250000000000003,19.5,1.1666666666666667,25.125,-12.4375,-303.4342201834863,14.705882352941176,2019-11-20 10:01:22.512,357.3025,0.049999999999999996,-996.0,353.2033333333334,4.5,-4.11,194.0,-291.475,-
73,,1.7235955056179777,-139.88114285714286,180.8381249999999,0.4925373134328358,317.5,1.75,0.5,,73.95,0.048571428571428585,0.48484848484848486,0.14634615384615388,8.2,0.75,,-200.25,-302.61306306306307,13.923076923076923,2019-11-20 10:01:44.907,-60.904,0.05172413793103449,2748.5,368.835,5.5,,,,-
74,1.5,0.605526315789474,-88.35825000000003,178.05241071428574,0.5,317.5,1.0,0.0,27.163636363636364,,0.05,0.5,0.13849056603773582,5.0,0.875,,-11.25,-302.6015315315316,20.076923076923077,2019-11-20 10:02:07.395,-46.91866666666667,0.04814814814814815,4426.5,387.0,5.5,,,,-
75,,-0.22296511627906937,698.23975,182.32026785714285,0.5,317.3333333333333,2.0,1.0,27.165000000000003,73.94,0.05000000000000002,0.5151515151515151,0.1588461538461539,3.25,0.8333333333333334,,211.5,-302.60846846846846,22.583333333333332,2019-11-20 10:02:29.832,410.7625,0.05,1460.0,404.895,5.5,,,,-
